id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,category
7PHMqeH3ypMtmYVV9eyb-A,"Dairy Queen",,"2957 Dufferin Street",Toronto,ON,"M6B 3T1",43.7101,-79.4534,2,4,1,"Juice Bars & Smoothies"
7PK9PIdWdPtAp0gB31hO7Q,"Sunset Grill","Downtown Core","1 Richmond St W",Toronto,ON,"M5H 3W4",43.6514,-79.3793,3.5,105,1,"Breakfast & Brunch"
7PK9PIdWdPtAp0gB31hO7Q,"Sunset Grill","Downtown Core","1 Richmond St W",Toronto,ON,"M5H 3W4",43.6514,-79.3793,3.5,105,1,Diners
7PK9PIdWdPtAp0gB31hO7Q,"Sunset Grill","Downtown Core","1 Richmond St W",Toronto,ON,"M5H 3W4",43.6514,-79.3793,3.5,105,1,"Canadian (New)"
7qHU_Zh5qEJP3DaaBHqWBg,"Saigon Lotus",Chinatown,"6 St Andrew Street",Toronto,ON,"M5T 1K6",43.6543,-79.399,4.5,82,1,Thai
7qHU_Zh5qEJP3DaaBHqWBg,"Saigon Lotus",Chinatown,"6 St Andrew Street",Toronto,ON,"M5T 1K6",43.6543,-79.399,4.5,82,1,Vietnamese
7qHU_Zh5qEJP3DaaBHqWBg,"Saigon Lotus",Chinatown,"6 St Andrew Street",Toronto,ON,"M5T 1K6",43.6543,-79.399,4.5,82,1,Vegan
7qHU_Zh5qEJP3DaaBHqWBg,"Saigon Lotus",Chinatown,"6 St Andrew Street",Toronto,ON,"M5T 1K6",43.6543,-79.399,4.5,82,1,Vegetarian
7qvkkXgOyDYsDnEJvJTCzg,"Flame Shack",Corktown,"506 Queen Street E",Toronto,ON,"M5A 1V2",43.6569,-79.3587,3.5,13,1,Burgers
7qvkkXgOyDYsDnEJvJTCzg,"Flame Shack",Corktown,"506 Queen Street E",Toronto,ON,"M5A 1V2",43.6569,-79.3587,3.5,13,1,"Fast Food"
7QWL-mbnzWNhzbaAQF3AIQ,Pizzaiolo,Harbourfront,"3 Rees Street",Toronto,ON,"M5V 3A7",43.6394,-79.3868,2.5,10,1,Pizza
7QWL-mbnzWNhzbaAQF3AIQ,Pizzaiolo,Harbourfront,"3 Rees Street",Toronto,ON,"M5V 3A7",43.6394,-79.3868,2.5,10,1,"Food Delivery Services"
7QWL-mbnzWNhzbaAQF3AIQ,Pizzaiolo,Harbourfront,"3 Rees Street",Toronto,ON,"M5V 3A7",43.6394,-79.3868,2.5,10,1,Food
7QWL-mbnzWNhzbaAQF3AIQ,Pizzaiolo,Harbourfront,"3 Rees Street",Toronto,ON,"M5V 3A7",43.6394,-79.3868,2.5,10,1,Vegan
7QWL-mbnzWNhzbaAQF3AIQ,Pizzaiolo,Harbourfront,"3 Rees Street",Toronto,ON,"M5V 3A7",43.6394,-79.3868,2.5,10,1,Gluten-Free
7RiWdR02uwbPjTJVUhmGAw,"The Grover Pub","Upper Beach","676 Kingston Road",Toronto,ON,"M4E 1R4",43.6791,-79.2971,3,17,1,Salad
7RiWdR02uwbPjTJVUhmGAw,"The Grover Pub","Upper Beach","676 Kingston Road",Toronto,ON,"M4E 1R4",43.6791,-79.2971,3,17,1,Pubs
7RiWdR02uwbPjTJVUhmGAw,"The Grover Pub","Upper Beach","676 Kingston Road",Toronto,ON,"M4E 1R4",43.6791,-79.2971,3,17,1,Bars
7RiWdR02uwbPjTJVUhmGAw,"The Grover Pub","Upper Beach","676 Kingston Road",Toronto,ON,"M4E 1R4",43.6791,-79.2971,3,17,1,Pizza
7RiWdR02uwbPjTJVUhmGAw,"The Grover Pub","Upper Beach","676 Kingston Road",Toronto,ON,"M4E 1R4",43.6791,-79.2971,3,17,1,Food
7RiWdR02uwbPjTJVUhmGAw,"The Grover Pub","Upper Beach","676 Kingston Road",Toronto,ON,"M4E 1R4",43.6791,-79.2971,3,17,1,Nightlife
7RiWdR02uwbPjTJVUhmGAw,"The Grover Pub","Upper Beach","676 Kingston Road",Toronto,ON,"M4E 1R4",43.6791,-79.2971,3,17,1,"Comfort Food"
7RiWdR02uwbPjTJVUhmGAw,"The Grover Pub","Upper Beach","676 Kingston Road",Toronto,ON,"M4E 1R4",43.6791,-79.2971,3,17,1,Beer
7RiWdR02uwbPjTJVUhmGAw,"The Grover Pub","Upper Beach","676 Kingston Road",Toronto,ON,"M4E 1R4",43.6791,-79.2971,3,17,1,"Wine & Spirits"
7RjTQ7ozvnw0cIuMKfnmKA,"Burger King",,"1194 King St W",Toronto,ON,"M6K 1E6",43.6392,-79.4271,2.5,8,1,"Hot Dogs"
7RjTQ7ozvnw0cIuMKfnmKA,"Burger King",,"1194 King St W",Toronto,ON,"M6K 1E6",43.6392,-79.4271,2.5,8,1,"Fast Food"
7RjTQ7ozvnw0cIuMKfnmKA,"Burger King",,"1194 King St W",Toronto,ON,"M6K 1E6",43.6392,-79.4271,2.5,8,1,Burgers
7Rp2yHgW0JR3OrSWNdISKw,"Popular Pot Inc / Zhuang Yuan Bbq Bar",Chinatown,"369 Spadina Avenue",Toronto,ON,"M5T 2G3",43.6558,-79.3987,4,9,1,Barbeque
7Rp2yHgW0JR3OrSWNdISKw,"Popular Pot Inc / Zhuang Yuan Bbq Bar",Chinatown,"369 Spadina Avenue",Toronto,ON,"M5T 2G3",43.6558,-79.3987,4,9,1,Chinese
7S88CYiqdre3EiQgIDwCbQ,"Snack Shack",Etobicoke,"3260 Lake Shore Boulevard W",Toronto,ON,M6K,43.5972,-79.5228,4,4,1,Food
7S88CYiqdre3EiQgIDwCbQ,"Snack Shack",Etobicoke,"3260 Lake Shore Boulevard W",Toronto,ON,M6K,43.5972,-79.5228,4,4,1,"Fast Food"
7S88CYiqdre3EiQgIDwCbQ,"Snack Shack",Etobicoke,"3260 Lake Shore Boulevard W",Toronto,ON,M6K,43.5972,-79.5228,4,4,1,"Food Stands"
7T1XVTSocHcOu2H5v2Iqog,"Smoke's Weinerie","University of Toronto","457 Spadina Avenue",Toronto,ON,"M5S 2G7",43.6584,-79.3999,1.5,9,1,Delis
7T1XVTSocHcOu2H5v2Iqog,"Smoke's Weinerie","University of Toronto","457 Spadina Avenue",Toronto,ON,"M5S 2G7",43.6584,-79.3999,1.5,9,1,Food
7T1XVTSocHcOu2H5v2Iqog,"Smoke's Weinerie","University of Toronto","457 Spadina Avenue",Toronto,ON,"M5S 2G7",43.6584,-79.3999,1.5,9,1,Poutineries
7T3WU-Up01pgCeygbc_K-A,"Dagu Rice Noodle","Downtown Core","115 Dundas Street W",Toronto,ON,"M5G 1C4",43.6554,-79.3843,3,33,1,Noodles
7T3WU-Up01pgCeygbc_K-A,"Dagu Rice Noodle","Downtown Core","115 Dundas Street W",Toronto,ON,"M5G 1C4",43.6554,-79.3843,3,33,1,Chinese
7TyK3oSb8I8iW-Ev6OfHEw,"Genji Sushi","The Beach","2250 Queen Street E",Toronto,ON,"M4E 3K2",43.673,-79.2869,4.5,18,1,Salad
7TyK3oSb8I8iW-Ev6OfHEw,"Genji Sushi","The Beach","2250 Queen Street E",Toronto,ON,"M4E 3K2",43.673,-79.2869,4.5,18,1,"Sushi Bars"
7TyK3oSb8I8iW-Ev6OfHEw,"Genji Sushi","The Beach","2250 Queen Street E",Toronto,ON,"M4E 3K2",43.673,-79.2869,4.5,18,1,Desserts
7TyK3oSb8I8iW-Ev6OfHEw,"Genji Sushi","The Beach","2250 Queen Street E",Toronto,ON,"M4E 3K2",43.673,-79.2869,4.5,18,1,Food
7TyK3oSb8I8iW-Ev6OfHEw,"Genji Sushi","The Beach","2250 Queen Street E",Toronto,ON,"M4E 3K2",43.673,-79.2869,4.5,18,1,Japanese
7v-SzvvHU2D2V50OzJAL2Q,"Roll N Bowl",Scarborough,"1157 Ellesmere Road",Toronto,ON,M1P,43.7672,-79.2703,4,64,1,Korean
7v-SzvvHU2D2V50OzJAL2Q,"Roll N Bowl",Scarborough,"1157 Ellesmere Road",Toronto,ON,M1P,43.7672,-79.2703,4,64,1,Japanese
7v91woy8IpLrqXsRvxj_vw,"Old School","Little Italy","800 Dundas Street W",Toronto,ON,"M6J 1V1",43.6519,-79.4084,3,204,1,Nightlife
7v91woy8IpLrqXsRvxj_vw,"Old School","Little Italy","800 Dundas Street W",Toronto,ON,"M6J 1V1",43.6519,-79.4084,3,204,1,Barbeque
7v91woy8IpLrqXsRvxj_vw,"Old School","Little Italy","800 Dundas Street W",Toronto,ON,"M6J 1V1",43.6519,-79.4084,3,204,1,"Breakfast & Brunch"
7v91woy8IpLrqXsRvxj_vw,"Old School","Little Italy","800 Dundas Street W",Toronto,ON,"M6J 1V1",43.6519,-79.4084,3,204,1,Bars
7v91woy8IpLrqXsRvxj_vw,"Old School","Little Italy","800 Dundas Street W",Toronto,ON,"M6J 1V1",43.6519,-79.4084,3,204,1,"American (Traditional)"
7VShkfLFDaTngFMd8fl5Rw,"Bigman's Pizza","Mount Pleasant and Davisville","1528 Bayview Avenue",Toronto,ON,"M4G 3B6",43.7044,-79.375,2.5,17,1,Pizza
7vvliv5R0MD7BQ2CsquhcQ,"Lazy Daisy's Cafe",Leslieville,"1515 Gerrard Street E",Toronto,ON,"M4L 2A5",43.6727,-79.3195,4,73,1,Cafes
7vvliv5R0MD7BQ2CsquhcQ,"Lazy Daisy's Cafe",Leslieville,"1515 Gerrard Street E",Toronto,ON,"M4L 2A5",43.6727,-79.3195,4,73,1,"Breakfast & Brunch"
7wduNBQUATNkaYzExyGJpg,"Happy Congee",Scarborough,"5661 Steeles Avenue East",Toronto,ON,"M1V 5P6",43.8317,-79.2647,3.5,9,1,Chinese
7wduNBQUATNkaYzExyGJpg,"Happy Congee",Scarborough,"5661 Steeles Avenue East",Toronto,ON,"M1V 5P6",43.8317,-79.2647,3.5,9,1,"Food Court"
7wduNBQUATNkaYzExyGJpg,"Happy Congee",Scarborough,"5661 Steeles Avenue East",Toronto,ON,"M1V 5P6",43.8317,-79.2647,3.5,9,1,"Comfort Food"
7xA6iSP0Ndn08tpBFQtUKA,"Aroma Fine Indian Cuisine","Entertainment District","287 King St W",Toronto,ON,"M5V 1J5",43.6463,-79.3899,3.5,146,1,Indian
7xHhVn27WxjdPNsfLYQz5w,"Omg Oh My Gyro","Queen Street West","155 John Street",Toronto,ON,"M5V 2Z5",43.6502,-79.391,4,42,1,Kebab
7xHhVn27WxjdPNsfLYQz5w,"Omg Oh My Gyro","Queen Street West","155 John Street",Toronto,ON,"M5V 2Z5",43.6502,-79.391,4,42,1,Mediterranean
7xHhVn27WxjdPNsfLYQz5w,"Omg Oh My Gyro","Queen Street West","155 John Street",Toronto,ON,"M5V 2Z5",43.6502,-79.391,4,42,1,Halal
7xHhVn27WxjdPNsfLYQz5w,"Omg Oh My Gyro","Queen Street West","155 John Street",Toronto,ON,"M5V 2Z5",43.6502,-79.391,4,42,1,Falafel
7xHhVn27WxjdPNsfLYQz5w,"Omg Oh My Gyro","Queen Street West","155 John Street",Toronto,ON,"M5V 2Z5",43.6502,-79.391,4,42,1,Wraps
7xHhVn27WxjdPNsfLYQz5w,"Omg Oh My Gyro","Queen Street West","155 John Street",Toronto,ON,"M5V 2Z5",43.6502,-79.391,4,42,1,"Fast Food"
7XQLq8mnPeO5Wjhx7EBajg,"Pho Orchid","Downtown Core","124 Chestnut Street",Toronto,ON,M5G,43.6551,-79.3859,2.5,94,1,Vietnamese
7XvRoTxCn43pa567t6YMAQ,"New York Fried Chicken",,"1 York Gate Blvd",Toronto,ON,M3N,43.7585,-79.5199,1.5,3,1,"Fast Food"
7yKiBNv5wpr4xEHIisAXOg,"Golden Gate restaurant",Etobicoke,"2428 Islington Avenue",Toronto,ON,"M9W 3X7",43.7238,-79.5597,3.5,3,1,African
7YM7fxwtWYiHGfcsz2Ei1g,"Super Point","Ossington Strip","184 Ossington Avenue",Toronto,ON,"M6J 2Z7",43.6484,-79.4206,3.5,44,1,Pizza
7YM7fxwtWYiHGfcsz2Ei1g,"Super Point","Ossington Strip","184 Ossington Avenue",Toronto,ON,"M6J 2Z7",43.6484,-79.4206,3.5,44,1,Nightlife
7YM7fxwtWYiHGfcsz2Ei1g,"Super Point","Ossington Strip","184 Ossington Avenue",Toronto,ON,"M6J 2Z7",43.6484,-79.4206,3.5,44,1,Bars
7ZBh-3wWVQ5zkd6KZytW0g,"Cibo Wine Bar",Yorkville,"133 Yorkville Avenue",Toronto,ON,"M5R 1C4",43.6705,-79.3936,3,89,1,"Wine Bars"
7ZBh-3wWVQ5zkd6KZytW0g,"Cibo Wine Bar",Yorkville,"133 Yorkville Avenue",Toronto,ON,"M5R 1C4",43.6705,-79.3936,3,89,1,Mediterranean
7ZBh-3wWVQ5zkd6KZytW0g,"Cibo Wine Bar",Yorkville,"133 Yorkville Avenue",Toronto,ON,"M5R 1C4",43.6705,-79.3936,3,89,1,Nightlife
7ZBh-3wWVQ5zkd6KZytW0g,"Cibo Wine Bar",Yorkville,"133 Yorkville Avenue",Toronto,ON,"M5R 1C4",43.6705,-79.3936,3,89,1,Italian
7ZBh-3wWVQ5zkd6KZytW0g,"Cibo Wine Bar",Yorkville,"133 Yorkville Avenue",Toronto,ON,"M5R 1C4",43.6705,-79.3936,3,89,1,Bars
7ZJ_qv18n7nzbry5bsq2Pg,"Boston Pizza","Entertainment District","250 Front Street  W, Unit 1C201",Toronto,ON,"M5V 3G5",43.6441,-79.3885,3,55,1,Burgers
7ZJ_qv18n7nzbry5bsq2Pg,"Boston Pizza","Entertainment District","250 Front Street  W, Unit 1C201",Toronto,ON,"M5V 3G5",43.6441,-79.3885,3,55,1,Pizza
7ZJ_qv18n7nzbry5bsq2Pg,"Boston Pizza","Entertainment District","250 Front Street  W, Unit 1C201",Toronto,ON,"M5V 3G5",43.6441,-79.3885,3,55,1,Sandwiches
7_mNtOk00fmUKfxqZzqDJQ,"Jumbo Burrito Plus",Etobicoke,"3260 Lake Shore Boulevard W",Toronto,ON,"M8V 1M2",43.5972,-79.5229,3.5,9,1,Tex-Mex
7_mNtOk00fmUKfxqZzqDJQ,"Jumbo Burrito Plus",Etobicoke,"3260 Lake Shore Boulevard W",Toronto,ON,"M8V 1M2",43.5972,-79.5229,3.5,9,1,Mexican
8-4EI1VyBQsMEvScE4LEJw,"The Copper Chimney",,"2050 Avenue Road",Toronto,ON,"M5M 4A6",43.7363,-79.4204,3.5,72,1,Indian
81Q-XGQtQ72rhO8YgQS4GQ,"Silly Goose Pub",,"1703 Victoria Park Avenue",Toronto,ON,"M1R 1R9",43.7362,-79.3068,4.5,5,1,Pubs
81Q-XGQtQ72rhO8YgQS4GQ,"Silly Goose Pub",,"1703 Victoria Park Avenue",Toronto,ON,"M1R 1R9",43.7362,-79.3068,4.5,5,1,Bars
81Q-XGQtQ72rhO8YgQS4GQ,"Silly Goose Pub",,"1703 Victoria Park Avenue",Toronto,ON,"M1R 1R9",43.7362,-79.3068,4.5,5,1,Nightlife
81Q-XGQtQ72rhO8YgQS4GQ,"Silly Goose Pub",,"1703 Victoria Park Avenue",Toronto,ON,"M1R 1R9",43.7362,-79.3068,4.5,5,1,"Breakfast & Brunch"
826djy6K_9Fp0ptqJ2_Yag,"Chipotle Mexican Grill","Downtown Core","123 Front St, Unit 103 and 103-A",Toronto,ON,"M5J 2M2",43.6449,-79.3833,3.5,80,1,Mexican
826djy6K_9Fp0ptqJ2_Yag,"Chipotle Mexican Grill","Downtown Core","123 Front St, Unit 103 and 103-A",Toronto,ON,"M5J 2M2",43.6449,-79.3833,3.5,80,1,"Fast Food"
82uTKEiIW8yqTPZFEfP1Xg,"Bow Bulgogi House",Scarborough,"4002 Sheppard Avenue E",Toronto,ON,M1S,43.7837,-79.2879,2.5,12,1,Korean
82uTKEiIW8yqTPZFEfP1Xg,"Bow Bulgogi House",Scarborough,"4002 Sheppard Avenue E",Toronto,ON,M1S,43.7837,-79.2879,2.5,12,1,Vietnamese
83FpEL18pfKyr1Rx1tj5ug,"Hero Certified Burgers - Yonge & Lawrence",,"3250 Yonge Street",Toronto,ON,"M4N 2L4",43.7298,-79.4036,4.5,3,1,"Canadian (New)"
83FpEL18pfKyr1Rx1tj5ug,"Hero Certified Burgers - Yonge & Lawrence",,"3250 Yonge Street",Toronto,ON,"M4N 2L4",43.7298,-79.4036,4.5,3,1,Burgers
83xQtNti1lQgqWTERfeqcw,"Bua Thai Restaurant","Summer Hill","150 Avenue Rd",Toronto,ON,"M5R 2H8",43.6749,-79.3968,4,34,1,Thai
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,"Ice Cream & Frozen Yogurt"
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,"Beer Bar"
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,"Asian Fusion"
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,Food
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,"Juice Bars & Smoothies"
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,Nightlife
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,Bars
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,Cafes
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,Japanese
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,"Specialty Food"
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,"Breakfast & Brunch"
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,"Coffee & Tea"
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,"Comfort Food"
84RdNjDKXKzqZlSlT6G6PA,"Film Cafe by Eative","Kensington Market","230 Augusta Avenue",Toronto,ON,"M5T 2L6",43.6551,-79.4024,4,57,1,Desserts
85-hoogKT4MR5eTqffpxAA,"Super Zamani",,"6120 Yonge St",Toronto,ON,"M2M 3W8",43.7918,-79.4185,2.5,3,1,Food
85-hoogKT4MR5eTqffpxAA,"Super Zamani",,"6120 Yonge St",Toronto,ON,"M2M 3W8",43.7918,-79.4185,2.5,3,1,Grocery
85-hoogKT4MR5eTqffpxAA,"Super Zamani",,"6120 Yonge St",Toronto,ON,"M2M 3W8",43.7918,-79.4185,2.5,3,1,Persian/Iranian
85-hoogKT4MR5eTqffpxAA,"Super Zamani",,"6120 Yonge St",Toronto,ON,"M2M 3W8",43.7918,-79.4185,2.5,3,1,Halal
85Q-pyjmbnUn7f5OJTe6kg,"Blossom Pure Organic",Etobicoke,"100 The E Mall, Unit 15",Toronto,ON,"M8Z 5X2",43.6196,-79.5502,4,7,1,"Specialty Food"
85Q-pyjmbnUn7f5OJTe6kg,"Blossom Pure Organic",Etobicoke,"100 The E Mall, Unit 15",Toronto,ON,"M8Z 5X2",43.6196,-79.5502,4,7,1,"Meat Shops"
85Q-pyjmbnUn7f5OJTe6kg,"Blossom Pure Organic",Etobicoke,"100 The E Mall, Unit 15",Toronto,ON,"M8Z 5X2",43.6196,-79.5502,4,7,1,Halal
85Q-pyjmbnUn7f5OJTe6kg,"Blossom Pure Organic",Etobicoke,"100 The E Mall, Unit 15",Toronto,ON,"M8Z 5X2",43.6196,-79.5502,4,7,1,"Ethnic Food"
85Q-pyjmbnUn7f5OJTe6kg,"Blossom Pure Organic",Etobicoke,"100 The E Mall, Unit 15",Toronto,ON,"M8Z 5X2",43.6196,-79.5502,4,7,1,"Organic Stores"
85Q-pyjmbnUn7f5OJTe6kg,"Blossom Pure Organic",Etobicoke,"100 The E Mall, Unit 15",Toronto,ON,"M8Z 5X2",43.6196,-79.5502,4,7,1,Butcher
85Q-pyjmbnUn7f5OJTe6kg,"Blossom Pure Organic",Etobicoke,"100 The E Mall, Unit 15",Toronto,ON,"M8Z 5X2",43.6196,-79.5502,4,7,1,Food
86W-L1l70wL-7n0lSfoY-Q,"Rush Hour",,"1438A Dufferin Street",Toronto,ON,"M6H 3L1",43.6712,-79.4403,4.5,39,1,Portuguese
86W-L1l70wL-7n0lSfoY-Q,"Rush Hour",,"1438A Dufferin Street",Toronto,ON,"M6H 3L1",43.6712,-79.4403,4.5,39,1,Italian
86W-L1l70wL-7n0lSfoY-Q,"Rush Hour",,"1438A Dufferin Street",Toronto,ON,"M6H 3L1",43.6712,-79.4403,4.5,39,1,"Canadian (New)"
87I8ba2FKYKeXyAhiC6cLg,Pokito,"Queen Street West","420 Queen Street W",Toronto,ON,"M5V 2A7",43.6485,-79.398,3.5,104,1,Seafood
87I8ba2FKYKeXyAhiC6cLg,Pokito,"Queen Street West","420 Queen Street W",Toronto,ON,"M5V 2A7",43.6485,-79.398,3.5,104,1,"Ethnic Food"
87I8ba2FKYKeXyAhiC6cLg,Pokito,"Queen Street West","420 Queen Street W",Toronto,ON,"M5V 2A7",43.6485,-79.398,3.5,104,1,"Asian Fusion"
87I8ba2FKYKeXyAhiC6cLg,Pokito,"Queen Street West","420 Queen Street W",Toronto,ON,"M5V 2A7",43.6485,-79.398,3.5,104,1,"Specialty Food"
87I8ba2FKYKeXyAhiC6cLg,Pokito,"Queen Street West","420 Queen Street W",Toronto,ON,"M5V 2A7",43.6485,-79.398,3.5,104,1,Food
87I8ba2FKYKeXyAhiC6cLg,Pokito,"Queen Street West","420 Queen Street W",Toronto,ON,"M5V 2A7",43.6485,-79.398,3.5,104,1,Poke
87I8ba2FKYKeXyAhiC6cLg,Pokito,"Queen Street West","420 Queen Street W",Toronto,ON,"M5V 2A7",43.6485,-79.398,3.5,104,1,Hawaiian
8894q9WTvkYN6oNUt3fJ3g,"Scotthill Carribean Cuisine",,"1943 Avenue Road",Toronto,ON,"M5M 4A2",43.7339,-79.4195,4.5,13,1,Bars
8894q9WTvkYN6oNUt3fJ3g,"Scotthill Carribean Cuisine",,"1943 Avenue Road",Toronto,ON,"M5M 4A2",43.7339,-79.4195,4.5,13,1,Caribbean
8894q9WTvkYN6oNUt3fJ3g,"Scotthill Carribean Cuisine",,"1943 Avenue Road",Toronto,ON,"M5M 4A2",43.7339,-79.4195,4.5,13,1,Nightlife
8894q9WTvkYN6oNUt3fJ3g,"Scotthill Carribean Cuisine",,"1943 Avenue Road",Toronto,ON,"M5M 4A2",43.7339,-79.4195,4.5,13,1,Lounges
89HTMIo00A8efEF8R8PRzw,"Yummy Pizza","Brockton Village","1745 Dundas Street W",Toronto,ON,"M6K 1V4",43.65,-79.4395,3.5,13,1,Pizza
89KIbWrwmgi0qGmTYFaVlA,"Exchange Cafe","University of Toronto","105 St George Avenue",Toronto,ON,"M5S 2E8",43.6652,-79.3984,2,4,1,Cafes
89KIbWrwmgi0qGmTYFaVlA,"Exchange Cafe","University of Toronto","105 St George Avenue",Toronto,ON,"M5S 2E8",43.6652,-79.3984,2,4,1,"Comfort Food"
89sXlS6CuqSKJOkXIFOW_g,"Kitchen King West Indian Restaurant & Catering",Scarborough,"20 Nugget Avenue, Unit 9",Toronto,ON,"M1S 4G5",43.7925,-79.259,4,6,1,Caribbean
89sXlS6CuqSKJOkXIFOW_g,"Kitchen King West Indian Restaurant & Catering",Scarborough,"20 Nugget Avenue, Unit 9",Toronto,ON,"M1S 4G5",43.7925,-79.259,4,6,1,Indian
89sXlS6CuqSKJOkXIFOW_g,"Kitchen King West Indian Restaurant & Catering",Scarborough,"20 Nugget Avenue, Unit 9",Toronto,ON,"M1S 4G5",43.7925,-79.259,4,6,1,"Event Planning & Services"
89sXlS6CuqSKJOkXIFOW_g,"Kitchen King West Indian Restaurant & Catering",Scarborough,"20 Nugget Avenue, Unit 9",Toronto,ON,"M1S 4G5",43.7925,-79.259,4,6,1,"Soul Food"
89sXlS6CuqSKJOkXIFOW_g,"Kitchen King West Indian Restaurant & Catering",Scarborough,"20 Nugget Avenue, Unit 9",Toronto,ON,"M1S 4G5",43.7925,-79.259,4,6,1,Caterers
8A2altSlR9thKfgYae1cJQ,Zteca,,"Food Court, 120 Bremner Boulevard",Toronto,ON,"M5J 0A1",43.6428,-79.3833,2.5,7,1,"Food Court"
8A2altSlR9thKfgYae1cJQ,Zteca,,"Food Court, 120 Bremner Boulevard",Toronto,ON,"M5J 0A1",43.6428,-79.3833,2.5,7,1,Food
8AAHDz9VIAvq8XbKJHrSrg,"Per Se Mobile","Downtown Core",,Toronto,ON,,43.6532,-79.3832,4,7,1,"Food Stands"
8AAHDz9VIAvq8XbKJHrSrg,"Per Se Mobile","Downtown Core",,Toronto,ON,,43.6532,-79.3832,4,7,1,"Food Trucks"
8AAHDz9VIAvq8XbKJHrSrg,"Per Se Mobile","Downtown Core",,Toronto,ON,,43.6532,-79.3832,4,7,1,Food
8al-XRt5nuIize8_STWffQ,"King Slice","Beaconsfield Village","1130 Queen Street W",Toronto,ON,M6J,43.6432,-79.4239,3.5,48,1,Pizza
8bib49DjADw9GxQJNydafg,"Aroma Espresso Bar",Harbourfront,"88 Queens Quay W",Toronto,ON,"M5J 0B8",43.6411,-79.3787,3.5,15,1,Caterers
8bib49DjADw9GxQJNydafg,"Aroma Espresso Bar",Harbourfront,"88 Queens Quay W",Toronto,ON,"M5J 0B8",43.6411,-79.3787,3.5,15,1,"Event Planning & Services"
8bib49DjADw9GxQJNydafg,"Aroma Espresso Bar",Harbourfront,"88 Queens Quay W",Toronto,ON,"M5J 0B8",43.6411,-79.3787,3.5,15,1,"Coffee & Tea"
8bib49DjADw9GxQJNydafg,"Aroma Espresso Bar",Harbourfront,"88 Queens Quay W",Toronto,ON,"M5J 0B8",43.6411,-79.3787,3.5,15,1,Food
8bib49DjADw9GxQJNydafg,"Aroma Espresso Bar",Harbourfront,"88 Queens Quay W",Toronto,ON,"M5J 0B8",43.6411,-79.3787,3.5,15,1,Sandwiches
8bskEwLJsPe2X3Avixab-Q,"Rorschach Brewing Company",Leslieville,"1001 Eastern Avenue",Toronto,ON,"M4L 1A8",43.6635,-79.3199,4,18,1,Bars
8bskEwLJsPe2X3Avixab-Q,"Rorschach Brewing Company",Leslieville,"1001 Eastern Avenue",Toronto,ON,"M4L 1A8",43.6635,-79.3199,4,18,1,Breweries
8bskEwLJsPe2X3Avixab-Q,"Rorschach Brewing Company",Leslieville,"1001 Eastern Avenue",Toronto,ON,"M4L 1A8",43.6635,-79.3199,4,18,1,Nightlife
8bskEwLJsPe2X3Avixab-Q,"Rorschach Brewing Company",Leslieville,"1001 Eastern Avenue",Toronto,ON,"M4L 1A8",43.6635,-79.3199,4,18,1,"Tapas/Small Plates"
