id,business_id,user_id,stars,date,text,useful,funny,cool
--5wk8P_hY3_9VtJd-iTnQ,SgroLkIp8nVHfTaYS2Dqgg,lmf3VI2TdxsMvv5N6-5BxA,5,"2016-12-13 00:00:00","Very friendly and helpful service all the way around. The comfy waiting area is a good plus. The shop crew was fast and friendly too. My overall experience was an A+.",0,0,0
--5X1FSpOqrRuBMLZls0zA,BR1aiZ2t7n_7z19HRAfH_Q,FRMtV7S4ETzZctD7X2akaQ,1,"2016-04-03 00:00:00","DO NOT come here! I thought I did enough research and chose the right place, but I ended up extremely pissed and disappointed. First off, when I called for an appointment I confirmed with Gina the receptionist that they were in network and requested a price estimate after insurance. Second, I go to my appointment, explain my severe allergies, swollen face, runny nose and all and the doctor chuckles and says "I'm trying to figure out why you are here to see me." Literally those were his words. I blew it off. He advised that they would do one set of tests on day one and I had to come back to do a second set of tests on day two. This is because they only test on the arms and there wasn't enough arm space. When I asked the doctor why he doesn't test anywhere else on the body he told me it was simply so his patients could see the results, no medical reason. (I later figured out this is so they can charge you twice.) I did my testing and also wanted to do food allergy, gluten and dairy testing and the doctor refused with no reasoning. I asked a second time and he said maybe next time. I was insistent because this was something I really wanted and he said he doesn't recommend it and said adults usually have false negatives. At this point I wasn't asking I was telling him this is what I wanted. He leaves for 20 minutes and comes back with a paper, doesn't explain a single thing and tells me to have a nice day. Apparently, it turned out to be a referral to another allergy blood testing center. I had no idea. Gina advised that insurance came back and my co pay was $35. I also asked the if anything would be charged for the second visit and I was told NO. Sure enough nothing was charged for the second visit, not even a copay. Then it gets better, I get a bill in the mail for $600!!!!!!!!!!!!!!!!!!! They charge $140 for a new patient fee, $760 for the two days of allergy testing, an extra $35 copay that they didn't charge for the second visit and some other stupid fees. I also saw another Yelp review with the same problem. I would have probably been okay paying for it if I hadn't been lied to!",3,1,0
--5xcINDiOrd6p-FKPIu_g,buzXlOCvxtohdMD8g3EWsw,lqx2XRHZ9j3bVOhwQ3VZWA,1,"2012-05-05 00:00:00","Terrible service. Ordered two dishes, never even received either of them! I was going to walk out because the food was taking so long (over an hour) and the manager THREATENED TO CALL THE COPS ON ME! Eventually the gave us some food that we didn't even actually order. They forgot about our other order too. All in all, a truly terrible experience. I would not recommend this place to anyone!",0,0,0
--5YmJiiDkgYnEOgCa2VUA,4ubvNMCunbZt0NrVqySXPw,oiI4f8Rh0y6ua_UUghnPhg,5,"2017-01-02 00:00:00","I love this place! What a life saver! I was up all night and came here to sober up with the oxygen bar. No hang over after I was here for about 20 min. If you like to party like I do you need this place to keep going.",0,0,1
--5_7hjl4OED3UqSI1kvfA,UTXNr62dGSK-tet8OeXUcQ,e85ZTp2iH_JyEZa52MaoEg,1,"2017-09-07 00:00:00","This place is awful! Sat us at a table and before we could place our order the sent the waitress on her lunch break. Food was not good. We did point it out to the waitress when she came off of break. No effort at all to make things right! Will not come again.",0,0,0
--601Me0IHo0Yy_LLtqC9Q,wARHuTYZVsTeWo-1fK8-rA,PAJ3JdCYxHfj91_TFg9KcA,5,"2016-09-04 00:00:00","My son was diagnosed at an early age with ADHD. Rather than go the medicine route, we are working with his school/teachers (very successful) and also started him in karate, which he LOVES. He takes private lessons with Sensei Poage, and he has done so well thanks to the kind, patient and structured environment that Sensei Poage provides. His focus has improved and my son loves going to his lesson each week. Thank you, from the bottom of my heart, to everyone at Peaceful Warrior who stuck with us and worked towards helping my son succeed.",3,2,2
--64NnIsaLLnqPI0uoF8_Q,Do72DKBclgkSPt6jZ9-c4Q,AOQ0yHh-QGTX6H3bgFR16A,2,"2015-09-16 00:00:00","Despite the number of Yelpers stating this place has slow/bad service, I decided to try it for myself. Silly me!

The bartender spent more time looking at liquor bottles and restocking than the seven people sitting at the bar. She did spend time talking to wait staff and some of her friends over at the service area. Couldn't even get her attention to place a food order. 

On the bright side, there was plenty of open parking space and the Coca-Cola was cold.",2,0,0
--66TD79oSYQHrmdq0D0HA,du9_QFb75sxzKnLLQwSkMw,zA-Cge3rp8VlwLZrjmtzSg,5,"2017-03-22 00:00:00","Always the best French fries. Always. And I love that they have a veggie sandwich option now. Makes me more apt to come back often!",0,0,0
--68uri96eM6FS_vSEGaWg,GujHWwlEn8VIc8-fM2uHOg,wE5IujqD-WnvFoLdFd-FuQ,5,"2014-12-09 00:00:00","The owner is very dedicated to his business, extremely knowledgeable and friendly.  They carry our dog food to the car for you and help you lift your dog for baths.  Their prices are fair and I love supporting local business's.  I highly recommend you visit this store, you won't be disappointed!",0,0,0
--6a5_fWq87bJ7sRGgwu_g,HD1k3h48-kZ_VkqARRSHeg,HuL8k8ZJe5BOjIcdVjk33A,1,"2014-12-24 00:00:00","If I could give this place no stars I would.  This has to be one of the worst nail experiences I have ever had.  You would think what they lack in talent they make up for in customer service but that is not the case.  I went there to have my nails done since they are on my way home.  I told them many times I wanted the bio gel UV nails and after doing a clear coat of that she proceeded to put shellac on my nails, I asked her again and she said that it will last longer since there is gel underneath, so I went with it.  I got a black and red french manicure with gems on one finger and the grant total was $60.  I mentioned to the lady that the last time I did gel nails which I had on at the time (done somewhere else) they lasted me 5 weeks and she said these will last even longer.  Anyway 2 days later one nail chipped and then another and then by Monday the gems had fallen off.  I called them to complain and that I wanted a refund they said they don't do that and that the manager would call me back.  They did not and I had to call back and they asked me to come back in to have it redone so I reluctantly agreed.  I went back in on Tuesday to have them redone and the service I received was beyond AWFUL.  The lady who greeted me said that it was somehow my fault my nails had chipped and that she would only do a color and not the french or gems even though that is what I paid for.  I asked to speak to a manager and apparently there is never anyone there who is equipped to handle any customer issues.  Anyway she did an absolutely AWFUL job with my nails and practically painted my fingers in the process, I would have been able to do a better job on my own at home.  The whole time she  was RUDE and extremely unaccommodating.  I will NEVER go back to this place and I strongly suggest anyone considering to go here will go elsewhere.  I learnt my lesson and will stick to my regular nail salon in the future.  My advice to the owner give your employees a lesson in customer service and nail tech.  Also maybe be more available to talk to a disgruntled customer.",3,3,0
--6fEyjd3tAmZLgLXAf94g,txmqJUpS1SPiXPzUy2PgQA,0gPxRGpxjCIRjnWPogbgSA,1,"2017-05-23 00:00:00","Appointment is there for a reason. When 2.5 hours after the appointment time, the customer is still waiting to be seen. Something is wrong with this unorganized place",0,0,0
--6jbEW2sVFSjTZI-NLhEQ,bffQssCZ-KpA_PPIu6Vysg,WpVJ9aB7-574oaIMOX74GA,2,"2015-09-28 00:00:00","I went on Saturday afternoon it was packed. The pizza was good. The floor by the soda machine was all sticky. The carpet was tacky! It was gross. Under the salad bar was all kinds of food all over the floor. The parents didn't watch their kids. We played some games and came back to our table and a little boy had our left over pizza in his hands! I told his dad he could have the pizza, I wasn't going to take it.. Also a lot of the game were down without a sign on them!",1,1,0
--6juMQU335bY8I23YPWvA,u9iy3hyA9HpETKi9qns__A,9W6GhQe3h-dZNDLnXaMSow,5,"2017-05-13 00:00:00","We ate here on a whim after going to the castle & our server was Carla and she was the best! Amazing food!! Wish we were staying long enough to come back for more",0,0,0
--6KRYkisoyRMC5URsBgcw,47i-sDR00I4WTOFZE5fIww,dvtWVlM896MOGIdDUneNWQ,5,"2015-01-30 00:00:00","I've got to say, I was taken aback. Let us set the scene for my encounter. 

I was visiting the beautiful city of Las Vegas for my (not so) monumentous 25th birthday. I asked an internet forum for vape shops whilst I stayed in the city, since I was low on my nectars. 

To my surprise, the was an overwhelming amount of support for elephant vapors. Their prices, bottle sizes, and flavor selections. 

I left the strip and made the trek, with my mother (and novice vaper) in tow. I walked in to see luscious clouds billowing about the shop, an amount of people milling about shopping and generally creating rain clouds, as well as a full, busy, and well versed staff manning the counters. 

I was immediately greeted by a friendly employee, which was beautiful. I asked about where I can view/sample flavors and they enthusiastically directed me to the rear counter. 

There were two kind gentleman, busily working, but never neglecting the customers whilst mixing flavors. (Fuck it, we're doing it live)

I tell the kind man (I forget his name, but you sir were a saint) that I am a fruit, or floral flavor kind of person. He immediately handed me bottles of fluids to drip and sample. 

I selected melonlicious, and the creep. My mother selected candy apple. 

I told them what nic content and pg/vg ratio we were looking for and too my surprise they mixed it right in front of me! (Say what?!)

In the midst of my being starstruck, I ordered a 30ml of melonlicious, and a 120ml of the creep. 3mg nic, 100% vg, because I enjoy my drips. 

Mom got her candy apple at 0mg nic, with a 50/50 blend. 

We even got her boyfriend some liquid as well.
He is a tobacco/coffee flavor only kinda guy, and they had,

And I shit you not

The absolute, most accurate, and flavorful tobacco blend of liquid I have ever tasted in my vaping career. 

No really, get in on that. 

Its called east meets west, and tell them some asshole from california said it was the absolute tits and you need 120ml NOW. 





All together, this was one of the most involved, and positive experiences with a vape shop I have ever experienced. 

Also, elephant vapors, if you read this- get a Goddamn website. I need to order more. I cant drive 10+ hours just for the sweet ambrosia you make, but I will gladly pay nearly any price for what you make. 


Elephant vapors: 10/10
Flavor: 10/10
Customer service: 10/10


You guys rock!",5,2,2
--6LFYJ39jCHQXSFaoPt-A,DhD1sFqgtjg1rsIWuIeTng,N-TtiAEdwsA01G9b26_Sag,5,"2012-10-04 00:00:00","Fast, friendly, lots of options, and literally the best chilli I've ever had. This place would make Cincinnati ashamed to call themselves the chilli capital of America.",0,0,1
--6lVgN0Nf2w4MKW2HghLA,nYpxA8exNB1VPuM7XYS7fg,ZHb1nyYRmh-APVVj_cYvUw,5,"2015-12-09 00:00:00","The ribeye tacos are so go.  They are by far amazing.   The salsa bar is great the three salsas enhances  the food.  Simply the best carne taco around.",1,0,0
--6PFZka7og6Khaw6oyjvQ,8ro1QnWbUFZr6hJ4aOy3TA,M1YMMS7FcggrMog8fL9h7Q,3,"2007-05-12 00:00:00","My fear with mexican restaurants is that at the end, they're just another Chilli's or Pedro's disguised.

And sadly, I have to say, well.. this is yet another one.

I think I just must not be very keen on mexican food, and all I'm interested is in a margarita. 

Although I will say that pretty much everyone else in our party enjoyed the food, so KNOWING my issue with mexican cuisine.... eh

I will give the restaurant 3 stars only because it is LARGE and you feel that you're not elbowing with the next person (or maybe it's because of the high ceilings).

I bet the Middleton peeps are excited about all the progress and development in their area though... Hmmm.",0,0,0
--6RF2neGnGA_95r6OZZ1w,YIufig-jiTOUT7G2BCYBxQ,NFNeVr9s2Zgf10rGP7ZCNQ,5,"2017-01-09 00:00:00","This is by far the best vet I have been to.   We have come here for 5 years or more and recently moved about and hour and a half away.  I tried some vets in our new area for about 6 months.  I am happy to say we are all back (4 dogs ) with Dr. Wodiske and will never leave again!",0,0,0
--6WmlklBfY7Ecr3A-Ft0Q,JuPngDeQHVgBLH-VIET_ag,y5Ak9VZeYWjaX52lb1hjXQ,4,"2014-11-09 00:00:00","Wow!  After reading all the reviews, I'm not sure we went to the right place.  

We arrived pretty late on Saturday night, the parking lot wasn't too crowded.  There was a sign at the desk to walk around and seat yourself...so we did.  They only had seating in the bar area, but there were plenty of tables available.  We sat, and within seconds, we were handed menus and gave our drink order.

Our server was Jeanette, who was very friendly and helpful.  We hadn't been here before, so she gave us the rundown on everything.  We couldn't decide which app to go with, and she suggested the potato skins.  So glad she did, because they were really good.

We decided to get 20 honey BBQ traditional wings.  They were well-sauced and meaty.  I got the bleu cheese and hubby got the ranch.  We totally enjoyed them, and finished them off!

Jeanette was quick on refills of our iced teas, and brought over extra napkins for us.

Hubby took a look at the desserts (it's always dangerous when he does), so we ended up sharing the chocolate bundt cake.  OMG!  It was warm and moist, with hot chocolate sauce all over it...soooo good!

All in all, we really enjoyed ourselves!  We'll definitely be coming back again.",3,0,1
--6yBTOu7mf90Cby1aHYxQ,4HEF6BuO_BBsTmvcMCbhhg,97NIPrscsPUMBZk0pOmZSA,1,"2015-09-03 00:00:00","Ya so first off the staff and owners are not only stuck up but they know nothing about wine.thats not the worst. ..i got so sick after eating there and so did my boyfriend. I give this place 2 years tops!!",1,2,0
--6ydgPJH2rvg7zKdJopLQ,pdgzBiQBs8HGUBJzXe9j6w,yTMQ33T1mvZF1jmTIwX8_Q,5,"2017-02-17 00:00:00","The new owners here at Gourmet Wok really has turned the restaurant around. The food is absolutely delicious and fresh. I usually go here for the lunch special & I recommend the "Teriyaki Chicken with Fried Rice & Hot & Sour Soup!" Can't go wrong at all. Food is bomb and the price is absolutely amazing!!! So much food for the price too!!!",2,0,0
--74laQJk_BAMziNznD5Ig,r49iBfbnfoK7yt4rdsL_7g,aOjGZMoekjWcarvDwDx5Sg,3,"2017-01-29 00:00:00","This is definitely one of the best ayce japanese restaurants downtown. I really like the variety they have on their menu even though we only came for their weekend lunch ($16 before tax). I'm a huge fan of their iPad ordering system and we got everything we ordered. One criticism I have is their portion sizes. One order of maki rolls and a lot of their hot dishes were huge, which makes it hard to try a variety of food if you're going with just 2 or 3 people.",0,0,0
--750LZqFTBEuDkdQr96MQ,YQFcxE9UXrKc-QuTUu7twQ,-fQPzH-e-ubDIiLQhybEjQ,3,"2009-05-04 00:00:00","I want to give this place two stars. It deserves two stars, HOWEVER, I have decided on 3 for the sheer fact of the sale of cheap tacos and cheap beer. 

I will be first to say that I strongly dislike the semi-douchey scene of Loco Patron, but what can one expect when they're in an OTSCO bar that is frequented by barely legal drinkers? So I set my thirty year old snobbery aside and went for some cheap tacos. When I walked in to what I thought was a restaurant, I was carded! WTF? There was a 7 year old kid munching on his taco, watching my carding go down. We locked eyes for a moment while the bouncer flashed his light on my ID, I think the child was mocking me. I was wondering why he was allowed in. Oh well. 

After that puzzling moment, I met the gang. While the conversation at the table was rousing, I couldn't help but notice the coke-ho dancing without any rhythm or to the music that was in her head at the bar in front of us. She was really working it too! I tore my eyes away from the train wreck to peruse the simple menu. I ordered off of the regular menu to get some shrimp tacos. They were pretty flavorful! I was rather surprised. I also ordered a steak taco off of the "Taco Tuesday" menu to try. Again, another pretty good, flavorful taco! The rice and beans were just alright. Nothing too amazing. 

I guess my overall impression is that Loco Patron is a great place to meet some friends if you're broke on a Tuesday and you're hungry and want a beer or two! I wouldn't rush back to visit this joint, but it would do in a pinch.",9,9,7
--7AO7_kS0A1COsv3BChdg,G5or_Fra4-6IYOVlm_dI2Q,qqXt2IuBdf1Qm0jjk8Trqg,1,"2013-08-18 00:00:00","I went to the bar last night (sat) and it took FOREVER to get my drink. I order a Long Island, when I got it the drink was CLEAR! I told the bartender "Ashely" that my drink wasn't right and she had the nerve to take a drink out of my drink and told me "it taste fine and I not making you a new one"! WTF don't ever go here!",3,2,0
--7bKUma-JJhdmgvJaWVAQ,m-VkLfwvmEZWmpeybI75WA,29rUYREQxeFE6LWGnirgew,5,"2011-01-09 00:00:00","A whole lot of hep cat awesomeness under one roof! So happy they decided to join the 7th avenue shops. They have joined forces with Bo's Funky Stuff in one larger more convenient location! Sometimes you just don't want to make the trek way out to Glendale...now you don't have to. They are open late for first fridays as well if you want to do some late night shopping. Too cool!",0,0,0
--7BODFBlhBcZx6CIYNjmA,X2aUuVPiYovaQvXG_NGn7Q,QTSNijcgw_ive6Tlao8CGw,5,"2017-05-19 00:00:00","Where can I even begin to explain how pleased I am? 

Last night, my laptop suffered an unfortunate accident where a bottle of pure acetone was knocked over and spilled onto my laptop. Attempts were made to see if my Macbook Air had survived before it shut down completely and refused to turn on. Cue freak out the moment I found out. 

Around 10:20 this morning, I called Allen and explained my situation to him. He was more than able to accommodate me dropping in an hour later to diagnose the damages. Turns out, there was a very strong chance that it would just be some keyboard damage. You can imagine the relief. 

Apple would have charged us close to $700 for a repair of both the keyboard, and supposedly the Logic Board which was said to be minorly damaged as well. Allen quoted $150. 

I left my laptop with him and went about my errands, receiving a call a few hours later with the good news that it was just keyboard damage and that my laptop was ready to be picked up. Now it works and looks like it's brand new! I can't thank Elitetek enough for everything and they'll surely be on our call list the next time we have a Macbook issue!",0,0,0
--7DqSLsVWA0OQIcGp6UcQ,Vxv2scHFtClsWGuA7jQG-g,xXwMjuGF9RfD07oAgCdw_A,1,"2016-01-28 00:00:00","Ehhh, pass on this one, Highly disappointing! I had read their menu on line (so that I wouldn't have to figure out what I wanted while standing in line) but was told the menu is wrong and they don't have those items any longer. That should have been the first clue. Horrible! Portions were ridiculously small but since the taste was pretty nonexistent I didn't miss much. Absurd amount of money for worse than mediocre food!",0,1,0
--7EByAL9I8eP5uu1IKqeg,ccTPR5dgG998PIwQn_cCnA,lin25-lOyhXW9ICIJBDA0A,5,"2016-05-14 00:00:00","I hired Desert Designers to convert the concrete slab that was my backyard into an inviting space to entertain and relax. After removing many square feet of concrete, Rob Plowright and his team converted my backyard into a desert oasis.  
I met Rob Plowright with Desert Designer at the home show in February 2016.  Rob was one of five landscape designers who I interviewed.  I ultimately decided to go with Desert Designer because Rob understood how I wanted to use my yard and the problems that I had with the space in its original state.  Rob came up with a great plan that was functional and esthetically pleasing.  In fact, he took an off-hand comment that I had made about eventually wanting a container garden on the side yard, and came up with a unique container garden that will withstand prolonged sun exposure without deteriorating.  Rob is also extremely organized and detail-oriented.  He was the only one of the five designers who I interviewed who scheduled a follow-up appointment at the time of our first meeting.  Within a week of our first meeting, I had received multiple emails with alternative price lists and pictures of the proposed plants.  At our second meeting, Rob presented his plans with line-item pricelists, walked me through two proposals, and explained to me why he made the choices that he did.  Although other designers may have had fancier presentations with 3D computer models, Rob's plan was spot-on to my vision and under budget!  In fact, because the estimate was so reasonable, I ultimately expanded the project to include additional landscaping in the backyard and replacement of the irrigation system in the front yard.  Rob was also patient and responsive to the numerous questions that I emailed him sent before, during, and after the project was complete.
On the day my project was scheduled to begin, the Desert Designer team was on time (maybe even earlier), and worked quickly without sacrificing attention to detail.  Not only did the team work efficiently, finishing the project in just four days, but it was done perfectly, and my yard and the street were immaculate.  Even my neighbors commented on how great a job Desert Designers had done on cleaning up.  And because the workers are employees, and not merely contracted for the day or project, I didn't worry while I was at work about whether they would show up or complete the day.  The following day, I met Rob at my house where he gave me an orientation on plant care, the new irrigation system, and the warranty on the pavers and labor. Like any home improvement project, there were a few hiccups along the way, but I had complete confidence that Desert Designer would make sure the job was completed to the highest standards.  
I am beyond pleased with the way my backyard turned out.  If you are looking to transform your yard, I highly recommend that you contact Desert Designer.",3,0,0
--7E__Pjj70JZ9z83hIGdw,rdE9gg0WB7Z8kRytIMSapg,ryq8tCRHUN_4FMhr1U5FSg,5,"2017-01-29 00:00:00","We were at Lazy Dog yesterday, the food was excellent, but the best part of the evening was our server Alejandro! He guided us through the menu and was very knowledgeable about all of our alcoholic options. Overall he was very entertaining and we will definitely come back!",0,0,0
--7FaljbU8rjasR21V3cGg,C63sF-wG4f1doMIMv2qvOg,JlNWZ_lBYzkBMsQAqBLvCw,3,"2012-12-26 00:00:00","I have dined here on multiple occasions. The pizza is very good.  I just have a few issues with the place. First, they only have beer and wine. No rum and cokes for me! Secondly, most of the pizzas don't have meat on them. As a carnivore I want sausage and pepperoni! Third, they don't have much for kids. Overall, I would say the place is ok. Just very convenient when you live 3 blocks away!",0,0,1
--7Fw18-tmw5mZ--F3sluA,lvLEEV3zbtsOctmBNXxC5w,NnCqWjafasEMKradI435cQ,5,"2014-06-30 00:00:00","This was my first time at Two Blondes and a Brush. Amanda cut and highlighted my hair today, and I cannot say how much I love it! I showed her some pictures of what I was going for and she assured me it would work for my hair type. I went from hair mid-way down my back to just above my shoulders! It is a huge change but it looks fantastic! The layers are perfect and the highlights are beautiful too. My husband loved it as well! She was very friendly and we chatted comfortably the whole time. 

I'll definitely be back!",0,0,0
--7guPInNXEpleDc-BP6ig,mayw_F14qtTiNcEXQZ0cGQ,FSTZjd727upEKYE6lTQVwg,3,"2014-03-24 00:00:00","Hopefully a quick review for once!

It's a small Starbucks, but right outside of Haymarket station so convenient all the same.  I haven't noticed a difference between here and other Starbucks in all honesty, other than it being a bit smaller than I'm used to, so it is what it is... if you're looking for a convenient Starbucks for the station then this one will certainly do.

One plus point is that every now and again at a Starbucks I get a watery frappucino... you know, the kind that just isn't icy enough... I hate it when that happens!  I can't say I've really had that happen here though.

It looks like they are readying a cut pseudo outside sitting area... when that's done it might even make 4 stars... it's not that it's bad as it is, it's just more like a really big stand versus sit in Starbucks at the moment.",0,0,0
--7IGGbMWBpvFtEtXZxAZg,8olG8J91NG_QU92WHG5QfA,wIqehbvcb5FDTZ7n26TMxg,3,"2014-03-31 00:00:00","The food here is fantastic but the service is soooooo horrible that I can't give it more than three stars.  Clearly the owner has only hired his wait staff based on gender...all females.",1,0,0
--7JER2exboKd5bSD3acvg,3PsmvwxetLz1Tzb-6mNhgA,E43QxgV87Ij6KxMCHcijKw,3,"2015-04-28 00:00:00","I really like P.F. Chang's, but I really hate this location. 

Maybe it's my fault. I primarily do take out orders at this store. Look, I get that it's always busy here. But, why is it always a cluster-expletive at the hostess stand and waiting area? There are enough people behind that counter to land a space shuttle. How is my five minute interaction with the workers here always awful?

My latest unfortunate service experience: I placed my take out order Sunday for soup and egg rolls. And by Sunday, I mean it was 3:30pm. It wasn't during church rush-hour. The girl who took my order warned me that at the moment it was taking 25 minutes for to-go orders. Okay, that's fine. She also talked to me like she would rather play in traffic than be behind that counter. Here's the real problem: my order came out ten minutes later. No one even bothered to look at the bag. I never gave it a second thought because I was told it would be at least 25 minutes. I figured it was a call-in order and that's why no one did anything. So, 30 minutes after placing my order I finally walked up to ask about my food. I was handed the bag, which was the only bag there on the counter. I said, "oh, it's the bag that's been sitting there for 20 minutes and no one called my name." The girl just kind of rolled her eyes and gave me attitude. Sigh.

Things to know: like I said, this place is always busy. Go ahead and expect a wait. Your best bet is to make a reservation. Although, the family next to me made their reservation a week ahead of time and still had to wait for their table to be ready. Also, check the bar area. You may be able to snag a spot there. 

My favorite thing here is the egg drop soup. I usually just order a large size of that and the lettuce wraps for my meal. I'm also a fan of the Sichuan-style asparagus.

I don't know what the secret is to having a solid experience here. The Phillips Place location seems to function more smoothly than this one. My advice is to just be patient.",7,0,2
--7J_AR2lwzyt60THB1DWw,48vnBJK0B95JpO0_OMrTQw,_vtfK-jbZ97LCNSV43fouA,5,"2015-10-29 00:00:00","Used no cover multiple times on my most recent trip to Vegas from 10/20-10/26.  Had no issue on any of the guest lists we were put on.  There were 4 of us guys and we usually gathered women at the line to get expedited entry.  Great resource while in Vegas!",1,0,0
--7MpGNsxdd4DNzV8IEpBA,tIiiq23utFKTs1At2bVD6w,BqZ3w-E1JF7LCSlEnB4uAg,5,"2015-06-17 00:00:00","Best Italian food in Charlotte; hands down. Food is delicious and affordable. Unlike most American Italian restaurants, the portions are "just right". Try the lasagna and the fried calamari and zucchini small plate!",0,0,0
--7N-UsYeh2ApEhEoYemcQ,zBD6zc8YU-TA0_KJmN1tpA,9xdCpoSPWVDsJwnfnbpWOw,5,"2017-11-14 00:00:00","My boyfriend and I absolutely love Rosati's! We're new to the area, and our apartment gave us coupons and a free pizza from this location. We have been buying pizza from here since. We are hooked! 
There are different crusts, toppings, and sauces to choose from which is perfect for whatever mood you're in. The pizzas have always been cooked perfectly. The breadsticks are awesome as well. We haven't had any of the other items yet, but I frequently make pasta and lasagna at home. So I'm usually looking to satisfy my pizza and breadstick cravings.
Besides the food and most importantly, the staff, they are so kind and friendly! They really do go above and beyond.",1,0,0
--7NmCl2zZVnGdzVMd_3HQ,KbBMhk_G57WQ2M_9srNbCQ,sKVpHfhkG_Nvgf_Vfb91Cg,3,"2012-11-26 00:00:00","Came here with my Monday BYOW posse (I love you guys, long time!)

The neighbourhood was dark and bleak that night, so this place definitely stood out as looking like 'one of these things is not like the other'. It is a really chic, minimalist looking place with a lot of variety on the menu so there is definitely something for everyone. Our waiter was very friendly and helpful and given that we were pretty much the only people dining here, the service was extra snappy.

I had the mushroom tart followed up by the tuna tartare. Both were done well, but nothing spectacular about either of them: the tart was buttery and the tartare was nice and not overly seasoned. I agree with Risa D's comment that the  math of the Table D'Hote  didn't quite add up, so definitely go à la carte. I feel like the place was a tad pricey for what it was, but I wouldn't say no to going back again.

Love the vibe, handwritten menu and service, but the food didn't blow my mind.",4,0,1
--7RbQApDEixgNgvZjyTwA,y4ETe3DkcIjjr_eyeg5U5g,jDye7mWudmzqnGNC-e-0Ng,5,"2016-03-04 00:00:00","Tucked away in the commercial center outlets is this unsuspecting Gem. Nothing snooty on the outside. On the inside palate heaven awaits. Took 3 of my co-workers there today, impressed with the menu selection and variety of pasty flavor combinations including multiple vegetarian selections. But I'm a meat kind of man. I had the Carne Adovada pasty, filled with delicious Mexican spiced pork paired with salsa and sour cream and a Wookey Jack dark rye IPA. Crust was baked to perfection, flaky and delicious. Beer was prompt and wonderful. Friends had Bangers and Mash (with house made sausage) and the Pesto Chicken (house made pesto), we inhaled everything. Great fast service and turnaround and you can watch the creation of multiple pastys near the bar area by the friendly rag-tag crew. Good selection of draft microbrews and canned beer to satisfy your thirst. Looking forward to their new digs and cocktail menu when they make the move downtown in the future. Regardless this remains a great place with takeout or dine-in for a great meal.",1,1,1
--7S0hJCLespJmdd674IGg,7Ny2GHLw8xl_kXfhfrvh5w,HlfUYV4xV_SXn2QjO3rd_g,4,"2013-12-16 00:00:00","I came here for lunch with a friend and really enjoyed it. She had the basic BLD eggs Benedict and I had a burger with sweet potato fries. The burger was so large I had to cut it in half and even then could hardly get my mouth around it. It was delicious though and service was pleasant. It's definitely the type of place that was much needed for this area!",0,0,0
--7sEHcyzlB5rfdzjckpiA,v52iPkTHYOt5t2O0u9aeFw,hnzo1y-F8i1q9I1D9RAx0w,5,"2015-10-31 00:00:00","This place is exceptional! Dr. Miaoulis is a wonderful doctor and his colleagues were so pleasant and professional. My kids needed a check up and I felt that techs went above and beyond to ensure our first visit was going to leave a lasting impression and indeed they did. I would recommend this place to anyone. I mean when we stepped in, my entire family looked like we just woke up (and we did) but they treated us with kindness and treated us with such care.

We will be coming back.",0,0,0
--7snIGa_xrKdbO8a-zSUw,F69E-AY9QDea9YPaxokILg,tWBLn4k1M7PLBtAtwAg73g,4,"2017-11-21 00:00:00","As a huge fan of Track & Field, I was pretty stoked about this place opening. After visiting, I'll admit I still like T&F more.

The basics:
comprehensive drink menu
2 cornhole lanes (1 to rent, 1 first come first serve)
3 tabletop games
dj booth + dancefloor

I was impressed that when walking in at around 8:30pm on a Saturday we were able to try 2 of the tabletop games and play a round of cornhole all by 9:30pm (T&F can have excessive waits when signing up for bocce or shuffleboard). 

The reason I'm not stoked on this place is at 10pm they literally close the tabletop games up for the night, increasing dancefloor space. The lone tabletop game left that's up near the front, meanwhile was being used more as a drink table than allowing for anyone to actually play the game.

So while the games are fun, but the games seem to be a secondary focus here at Bangarang compared to Track & Field. Perhaps this is part of being in the heart of Little Italy where they can aim to be more of a "club", but if I actually showed up here at 10pm and there were no games aside from 1 lane of cornhole to choose from I'd be pretty disappointed. So basically I'll give this place a 4 star based on the premise of showing up before 9pm so there is still gaming time.",0,0,0
--7WS-kOXSqqy9IecPXkiQ,xiNJk32NYbXdL-T3PzE3lQ,V0201_hY0p9Yyg7xs_z8iA,5,"2016-05-25 00:00:00","I followed Nikki here from her previous salon. She is amazing at coloring and styling your hair just the way you requested! I will never again go to anyone except her! Everytime she does my hair I receive so many compliments! Sweetest and nicest girl! I love her!",0,0,0
--7XMOgLQZka8z-0Q6kOAA,X-WXPGYuuknAjZkpYGeRiw,sYZWGe7dOdS1vhzfARGAPA,2,"2017-09-25 00:00:00","This is the ghetto! Our room looks like it was last remodeled in the 80's! 40 rings and the front desk will answer! Refrigerator is cool, no microwave  rooms are large, that's the best thing. I won't be staying here no more.",0,0,0
--80gIyfu_Mwy4rrvlgC3Q,4Dqv3RVR7faMYfeJCChdyA,eOeAPnwTnMn9f7pR8pSnXg,5,"2015-04-11 00:00:00","My favorite cup of coffee in TO. Seriously, their coffee is like the stuff of legends! Always consistent quality and super smooth.

Staff are fast and friendly, interior is super well set-up, and the price is just right. :3",0,0,0
