id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
-IcHkc7uWC8dHGlAOK4sJw,"Nevada Coin Mart - Jones and Flamingo",,"4065 South Jones","Las Vegas",NV,89103,36.1153,-115.225,4,60,1
-IczP4cyoTyxL6hi8-Dj_A,"Dnm Lawnmower Repair",Sunrise,"1119 N Nellis Blvd","Las Vegas",NV,89110,36.1836,-115.063,5,5,1
-IE1pvSbGYL1YVrk-ct8PQ,"Ladah Law Firm, PLLC",Downtown,"517 S 3rd St","Las Vegas",NV,89101,36.1648,-115.146,4,10,1
-ifVnqwrgCE3Nc4svkJDMg,Starbucks,"The Strip","3667 S Las Vegas Blvd","Las Vegas",NV,89109,36.1097,-115.17,2,44,1
-iFvYhgysvjkxckCr42NRw,"Rani's World Foods",Westside,"4505 W Sahara Ave","Las Vegas",NV,89102,36.1436,-115.201,4,170,1
-IjrK6GWJKsYDjjDqOK34A,"The Flyer Distributor",Westside,"3401 Sirius Ave, Unit 5","Las Vegas",NV,89146,36.1428,-115.225,5,3,1
-ilCufjKjeswCLyIrCtuqQ,"Tequila Bar and Grill","The Strip","Bally's Hotel and Casino, 3645 Las Vegas Blvd S","Las Vegas",NV,89136,36.116,-115.171,3.5,164,0
-INdswGdyRyy72xXHalNbg,"99 Ranch Market",Chinatown,"4155 W Spring Mountain Rd","Las Vegas",NV,89102,36.1255,-115.195,3,144,1
-ipc5f0XiXwH3hbNnro54Q,"Regal Cinemas Red Rock 16 & IMAX","South Summerlin","11011 West Charleston Blvd","Las Vegas",NV,89135,36.1551,-115.335,4,229,1
-IWsoxH7mLJTTpU5MmWY4w,"Pho Kinh Do",Chinatown,"4300 Spring Mountain Rd, Ste 101","Las Vegas",NV,89102,36.1266,-115.198,4,742,1
-j-59yXHCTNipMNPUqosug,"Gym and Fit",Southeast,"8850 S Maryland Pkwy, Ste 105","Las Vegas",NV,89123,36.029,-115.136,5,5,1
-J3xA1l4Lj2dZ90Nrn-H_w,"James M Heltzel, DMD AIAOMT",Eastside,"4312 S Eastern Ave","Las Vegas",NV,89119,36.1108,-115.119,4.5,4,1
-jaX1hGZuerfwcNltMF_fg,"Jackson Hewitt Tax Service","Spring Valley","7200 Arroyo Crossing Pkwy","Las Vegas",NV,89113,36.0645,-115.249,2.5,3,1
-jbwk9eHpx-oecsOePTdqQ,"Rush Lounge",Downtown,"129 E Fremont St","Las Vegas",NV,89136,36.1703,-115.145,3.5,22,1
-jEyZSptICvvaNhuur9rUg,"Barista Bagels","The Strip","2880 S Las Vegas Blvd","Las Vegas",NV,89109,36.1378,-115.165,2.5,11,1
-JfncbVURtvuzBbof40o1w,"The Cafe at Monte Carlo","The Strip","Monte Carlo Hotel and Casino, 3770 Las Vegas Blvd S","Las Vegas",NV,89109,36.1048,-115.175,2.5,140,0
-JFVxwdVQfX207554dx1nw,"Teriyaki Madness",Southeast,"9845 S Maryland Pkwy, Ste C","Las Vegas",NV,89183,36.0107,-115.137,3.5,122,1
-jGA3ADqqv0PyB7Mbo-Zsw,"Mountain Springs Saloon",,"9350 Williams Ranch Rd","Las Vegas",NV,89161,36.0206,-115.509,4,51,1
-jiwC8HupAjqlVOl2Xym8w,"KYE Village","Spring Valley","7885 W Rochelle Ave","Las Vegas",NV,89147,36.1103,-115.263,5,3,1
-jkgt1MBpgquHNiZrjBtyw,"Sally Beauty Supply",,"5466 Boulder Hwy","Las Vegas",NV,89122,36.1022,-115.054,3,10,1
-JnDA7yjwbB4FYB6pR5vkQ,"Von's Grocery Delivery Service",Summerlin,"1940 Village Ctr Cir","Las Vegas",NV,89134,36.1933,-115.306,4,11,0
-Jo0rJr2mZxBVgaJqDs-TQ,"Chiamaka Food",Southeast,"5006 S Maryland Pkwy, Ste 11","Las Vegas",NV,89119,36.0987,-115.136,3,4,1
-jOc24VHOIKk0BgxNVXWmg,"Super Lube, Tune & Brakes",Westside,"7185 West Sahara Ave","Las Vegas",NV,89117,36.1436,-115.249,1.5,7,1
-jrkfyxGmjfBpqdOrLVTAQ,"Eyebrow Threading by Mickey",Summerlin,"10300 W Charleston Blvd, Ste N5","Las Vegas",NV,89145,36.1605,-115.321,5,3,0
-JVDtKPtvYeL0lW5p5vU6w,"US Post Office",Southeast,"455 E Pebble Rd","Las Vegas",NV,89123,36.0271,-115.153,1.5,92,1
-Jx2rd2rH7MlWfb9RMtCFQ,"Kraken Cafe",Downtown,"2025 E Sahara Ave","Las Vegas",NV,89104,36.1436,-115.125,3.5,26,1
-jxAq6fuJBIv9hAp-jugQw,"Tatyana Boutique",Downtown,"1412 Main St","Las Vegas",NV,89104,36.1542,-115.154,5,10,1
-K-yluljEQY_eN6sRYZu4Q,"Gonzalez Sewing Machine",,"2021 Industrial Rd","Las Vegas",NV,89102,36.148,-115.162,5,4,0
-K82LBrI3H0FVuhTbNDpRA,"Shoku Ramen",Southeast,"470 E Windmill Ln, Ste 110","Las Vegas",NV,89123,36.0425,-115.153,3.5,238,1
-kbPPBNsIPDfMfgUGO7QhA,"Kopper Keg South",Southeast,"2375 E Torino Ave","Las Vegas",NV,89123,36.029,-115.119,4,22,1
-kFyzXRzOlyoL4NyzoVkMA,"Breakfast Buffet at Trump International Tower","The Strip","2000 Fashion Show Dr","Las Vegas",NV,89109,36.1295,-115.173,3,4,1
-KjiHySwXNCreoD01z-irA,"Best Buy Scooters",Southeast,"2301 E Sunset Rd, Ste 9","Las Vegas",NV,89119,36.0709,-115.12,1,7,1
-KO6zDZn1t3vLl0xY21aug,"Fantastic Sams",Southwest,"8020 S Rainbow Blvd, Ste 105","Las Vegas",NV,89139,36.0431,-115.242,4,52,1
-kOjkFLJ_YcCos0LaGDaTw,"O'reilly Auto Parts",Downtown,"2755 E Sahara Ave","Las Vegas",NV,89121,36.1438,-115.113,3.5,6,1
-kSEnfC6lz72p4_gh4FhgQ,"Vintage Pools",,"4000 W Ali Baba Ln, Ste E","Las Vegas",NV,89118,36.0966,-115.189,5,5,1
-KSQaCB2D4mLIugRdUk1kw,Dotty's,,"840 N Decatur","Las Vegas",NV,89107,36.1803,-115.205,1,3,1
-KUOQZxJqGjf4NfK3j43tQ,"Barney's Lounge",Southeast,"5757 Wayne Newton Blvd","Las Vegas",NV,89119,36.0831,-115.149,3,12,1
-kZDhSkeep5fltrx1UA2Mg,Crabtree-Evelyn,Downtown,"775 Grand Central Pkwy","Las Vegas",NV,89106,36.1645,-115.158,4,3,1
-La3NIJ2du3RE-Ld6G8SUQ,"A1 Office Solutions",Downtown,"1215 S Commerce St","Las Vegas",NV,89102,36.1569,-115.155,2.5,3,1
-LALjqpjMrdq4GYEXXPrTg,"Amazing Smile Dentistry","Spring Valley","6252 S Rainbow Blvd, Ste 130","Las Vegas",NV,89118,36.0748,-115.242,4.5,23,1
-Le6cwbZL4tDZwNHwipfKg,Marrakech,Eastside,"3900 Paradise Rd, Ste Y","Las Vegas",NV,89169,36.1177,-115.155,4.5,387,1
-LeLsUam5SDgDK1Y7CPWsw,"A Little Off","Spring Valley","9340 W Tropicana Ave, Ste 18","Las Vegas",NV,89147,36.1015,-115.296,5,5,1
-leM8v_oCbtzTthTln-YHg,"Carl's Jr And Green Burrito",Eastside,"1180 E Desert Inn Rd","Las Vegas",NV,89109,36.1302,-115.137,3,18,1
-LeNW99PZFMYJSX5fJ9Fwg,"Champion Recycling",Westside,"3000 Meade Ave","Las Vegas",NV,89102,36.1365,-115.183,3.5,3,1
-lICo3m4vCdCUK2wmEsjPA,"FedEx Office Print & Ship Center",University,"4440 S Maryland Pkwy","Las Vegas",NV,89119,36.1084,-115.137,2,3,0
-lMeM9UD-T8p3jQPQX5z9Q,"Supreme Kutz",,"1201 N Decatur Blvd","Las Vegas",NV,89108,36.1842,-115.206,5,4,1
-LmxQLtHixUTeQkk5G-gTw,"Cookie Zoo",Southeast,"1525 E Sunset Rd, Ste 10","Las Vegas",NV,89119,36.0712,-115.132,4.5,17,1
-LMycE26AortJDsbc8oXOg,"Jack In the Box",Summerlin,"7510 W Lake Mead Blvd","Las Vegas",NV,89128,36.1965,-115.26,3,28,1
-loXev0gFJd--EEneeIPgA,"Chazell Air Conditioning & Heating",,"4367 W Sunset Rd, Ste 6","Las Vegas",NV,89118,36.1739,-115.125,4.5,6,1
-LTgv3sf1KVXJoBlyE76JQ,"A Granite MD",,"2146 Highland Ave","Las Vegas",NV,89102,36.1473,-115.167,4,7,1
-LyGT6bztmvWd3_pa93YDg,"Flame Kabob","Spring Valley","8665 W Flamingo Rd, Ste 107","Las Vegas",NV,89147,36.1139,-115.28,3,6,0
-LyQtaRXJNjyus5TxvN2bg,"Kenneth G Frizzell III",Downtown,"619 S 6th St","Las Vegas",NV,89101,36.162,-115.143,3,13,1
-lZ9w5Hd5YlmqcTdnzztvA,"Sheffield Spice & Tea Co",Southeast,"9875 S Eastern Ave, Ste E-2","Las Vegas",NV,89183,36.0103,-115.121,5,88,1
-LzUYsR54hd8cCiYXTquRA,"Medley Buffet",,"4500 W Tropicana Ave","Las Vegas",NV,89103,36.1027,-115.203,3,360,1
-m3NzRyob88MzE5jZPnsUg,"Sew Little Time",Westside,"6360 W Sahara Ave","Las Vegas",NV,89146,36.1442,-115.232,4.5,12,1
-m8hXQJQ29znUIy4NFlvHQ,Autozone,,"3690 E Cheyenne Ave","Las Vegas",NV,89115,36.2182,-115.095,2.5,5,1
-M8Yt36x3RoC9YuD3NoMrQ,"Cima Medical",Eastside,"3115 E Eastern Ave","Las Vegas",NV,89169,36.1332,-115.119,1,6,1
-MAbkFAoiVwuT6CbEJ3k4Q,GeckoWraps,,"6455 Dean Martin Dr, Ste E","Las Vegas",NV,89118,36.0721,-115.182,3,12,1
-mCJVth58q_xMnob1vY2PA,"AAMCO Transmissions & Total Car Care",Southeast,"5710 Boulder Hwy","Las Vegas",NV,89122,36.0979,-115.048,3.5,12,1
-mdfZf8vUyBeDamD8dZ5uQ,"Hot Topic",Southeast,"7400 Las Vegas Blvd South","Las Vegas",NV,89123,36.0524,-115.169,3,13,1
-MeuB47l8juXTDwROY1vag,"Naylor Solar Specialist",Northwest,,"Las Vegas",NV,89117,36.233,-115.247,4.5,28,1
-Mf0CFPTbRFg0Y-Kjd0MHw,"Villa Serena",,,"Las Vegas",NV,89101,36.1697,-115.124,2.5,3,1
-MGXBW5WDtKeJZvfgYEVsw,"St. Croix Apartment Homes",,"6661 Silverstream Ave","Las Vegas",NV,89107,36.1772,-115.241,2,12,1
-mhBbHbh5T_hxKZUYfdexw,"TSS Grill",Sunrise,,"Las Vegas",NV,89104,36.1497,-115.076,4,5,0
-MhfebM0QIsKt87iDN-FNw,"Bellagio Gallery of Fine Art","The Strip","3600 S Las Vegas Blvd","Las Vegas",NV,89109,36.1129,-115.178,3.5,119,1
-MJWwqjN3zI9letU3PRh0A,"The Body Shop",Eastside,"3522 S Maryland Pkwy","Las Vegas",NV,89169,36.1255,-115.137,4.5,4,0
-mLGVF1rNoeMz6q0vnrpPQ,"Christina Cova Simmons - Berkshire Hathaway Home Services","Spring Valley","8850 W Sunset Rd, Ste 200","Las Vegas",NV,89148,36.0718,-115.285,5,6,1
-MMEAIqtW-qa7roTxbhrVQ,"Hanger Clinic",,"4615 W Flamingo Rd","Las Vegas",NV,89103,36.115,-115.204,3.5,5,1
-mN7z9oY01Mh_-dwTyzpqg,"Einstein Bros Bagels","Spring Valley","9540 W Flamingo Rd","Las Vegas",NV,89147,36.1157,-115.3,3,85,1
-MnePAaYtfG7Ecc8sYbgVA,RadioShack,,"3119 N Rainbow Blvd","Las Vegas",NV,89108,36.2165,-115.243,2.5,3,0
-MwAxDEDeWxN2Mj9U0Rzww,"VIP Unlimited","The Strip","3667 S Las Vegas Blvd","Las Vegas",NV,89169,36.1101,-115.173,4,14,1
-mWeVzSDLaHyhTFaGoZtuQ,"The Venetian Poker Room","The Strip","3355 Las Vegas Blvd S","Las Vegas",NV,89109,36.1229,-115.169,4.5,86,1
-mWzJI5FoqcUYAA-FV_cag,"Storage West Rhodes Ranch",Southwest,"7650 S Durango Dr","Las Vegas",NV,89113,36.0497,-115.279,4,29,1
-mXOCQO2OHPP8pYn3j4wVw,"Palo Verde High School",Summerlin,"333 Pavillion Center Dr","Las Vegas",NV,89144,36.1704,-115.333,4,4,1
-N2jm_HEtODDm0jHvHCS7g,"Balii Nails",Northwest,"3250 N Tenaya Way","Las Vegas",NV,89129,36.2199,-115.25,3.5,48,1
-n3WzO44TqTq4ntzz_gbxQ,"Superior Pest Control",,,"Las Vegas",NV,89136,36.175,-115.136,4,3,1
-n8PaipyFGNUJE4xlnrOAg,"Burger Dogs",Southeast,"Maryland Pkwy","Las Vegas",NV,89123,36.0319,-115.138,2.5,21,0
-NbgLLCfhq8gMZkYrq5OTw,"Las Vegas Sober Coaches","Spring Valley",,"Las Vegas",NV,89147,36.1148,-115.278,1,4,1
-NJlfv14ICeIxo-Jtz0u5w,"Skechers Factory Outlet",University,"1495 E Flamingo Rd","Las Vegas",NV,89119,36.1143,-115.134,3.5,50,1
-NjZ5HZApXjRJaTVZeSO_w,"San Salvador Restaurant",,"6651 Smoke Ranch Rd","Las Vegas",NV,89108,36.203,-115.241,4,24,1
-nKIDHXa5H23rq8d6KGT_Q,Rumjungle,"The Strip","Mandalay Bay Resort & Casino, 3950 Las Vegas Blvd S","Las Vegas",NV,89119,36.0908,-115.177,3.5,197,0
-nMcM-E6I_pyxvdyqCRzhw,"StarAllison Makeup",Sunrise,,"Las Vegas",NV,89110,36.1679,-115.041,5,6,1
-NqDorxXXGIvXGYfhMmBNg,"Advanced Gardens Hydroponics",Southwest,"7850 Dean Martin Dr, Ste 506","Las Vegas",NV,89139,36.047,-115.183,3.5,13,1
-NR4KqS6lHseNvJ-GFzfMA,"Art of Flavors",Downtown,"1616 S Las Vegas Blvd, Ste 130","Las Vegas",NV,89104,36.1517,-115.153,4.5,131,0
-NsIO9AUNEmbsxdUORtfAQ,"ESports Gaming Arena","Spring Valley","5775 S Rainbow Blvd, Ste 102","Las Vegas",NV,89118,36.086,-115.243,5,7,0
-NVarOq5E4htuA3Q3OEUnw,"Royal Nails And Spa",Northwest,"3350 Novat St, St 105","Las Vegas",NV,89129,36.2211,-115.329,4,55,1
-nYB-fMXn2i_hcyQ6lY9oA,"Great American Cookies",Southeast,"7400 Las Vegas Blvd S","Las Vegas",NV,89101,36.055,-115.169,4,4,0
-N_agk8RUHvHk3GVDsyunQ,"Hitchin Post Saloon & Steakhouse",,"3650 Las Vegas Blvd N","Las Vegas",NV,89115,36.2232,-115.083,4,55,1
-O1zA2zZQRp-Ct8c8Mns5Q,"Da Vi Nails",Eastside,"5198 Boulder Hwy","Las Vegas",NV,89122,36.1085,-115.063,4,9,1
-O47e7AAXznef_xvF3RL3g,"Escape Chambers",Southeast,"1515 E Tropicana Ave, Ste 710","Las Vegas",NV,89119,36.1004,-115.132,4.5,28,1
-Obx-qavwBCbJi_lKPbjVw,"Alpha Vein Clinic",,"3150 N Tenaya Way, Ste 400","Las Vegas",NV,89128,36.2168,-115.25,4,9,1
-oeisdVp-AL4-gg7jJfS0Q,"Max Health Center of Chiropractic Las Vegas - Eastern",Southeast,"8475 S Eastern Ave, Ste 101","Las Vegas",NV,89123,36.0355,-115.119,5,51,1
-OEIW0dO96-492qa_luxaw,"Aces & Ales",,"3740 S Nellis Blvd","Las Vegas",NV,89121,36.1214,-115.065,4,250,1
-oHzyChCB65UtErig2nvhg,"Sparkle Nails Couture",Summerlin,"10300 W Charleston Blvd","Las Vegas",NV,89135,36.1606,-115.321,5,3,1
-oUM2uISux96lMGeawHIOA,"Sugar Factory","The Strip","3200 S Las Vegas Blvd, Ste 1240","Las Vegas",NV,89109,36.1268,-115.169,3.5,383,1
-oVh2k9RZJWOMgRKWNSm1A,"Cut Line Studio",Southwest,", 4270 Blue Diamond Rd","Las Vegas",NV,89147,36.0393,-115.198,4.5,9,0
-OZX5XQZk7q4qQ3SMSXsPg,"Kim William MD","Spring Valley","5980 S Rainbow Blvd","Las Vegas",NV,89118,36.08,-115.242,1,3,1
-p57JEpfu_b4UJOWCbwNyQ,"Family Courts and Services Center",,"601 N Pecos Rd","Las Vegas",NV,89101,36.1744,-115.099,2,11,1
-P8dGzSVhJi-5oZ-8U2y0w,"Cannery Row Buffet",,"5255 Boulder Hwy","Las Vegas",NV,89122,36.1084,-115.057,2.5,62,0
-P8XwS4eYAX0HpXey7ECeA,"Granite To Go",Southwest,"7650 Dean Martin Dr, Unit 104","Las Vegas",NV,89139,36.0508,-115.182,2.5,3,0
-PbM4ksxhGZVpgCpRakcgA,"Great Steak",Southeast,"5757 Wayne Newton Blvd","Las Vegas",NV,89119,36.0829,-115.153,2,69,0
-pFdRt5rfqUtlmwjD_D3TQ,"Rainbow International of Centennial",Northwest,,"Las Vegas",NV,89129,36.2415,-115.26,5,3,1
-PFFaOrqO5P2oSx_sNC6yA,"Ted Baker London",Downtown,"875 S Grand Central Pkwy, Ste 2149","Las Vegas",NV,89106,36.1634,-115.159,4.5,22,1
-pG5srxtnRkd1bdIYn78xA,"Carlitos Cuban Food",,"115 N Decatur Blvd","Las Vegas",NV,89107,36.1753,-115.206,4,10,1
-pGO9M4JLQJHiaCOrqCgbQ,"Port of Subs",Summerlin,"10260 West Charleston Blvd, Ste 2","Las Vegas",NV,89135,36.1596,-115.319,3,39,1
-PGsEXB6DFTVKa1eDOlzWA,"Black Bear Diner",Westside,"8565 W Sahara Ave","Las Vegas",NV,89117,36.1427,-115.278,3.5,155,1
-PL_zYYNagqNZe2qA-4xCA,"Euphoria Institute of Beauty Arts and Sciences",Westside,"9340 W Sahara Ave, Ste 205","Las Vegas",NV,89117,36.1475,-115.299,3,33,1
-pN44P-_PjRpcj4Rk2wMOg,Cupcakery,"The Strip","Monte Carlo Hotel and Casino, 3770 Las Vegas Blvd S","Las Vegas",NV,89109,36.1045,-115.177,3,90,0
-poHrga1My4zwhj-nh2WEQ,"Empire Records",Southwest,,"Las Vegas",NV,89139,36.0402,-115.224,5,4,1
-PRTv5z2N687DEyW0Fkcww,"Juice Express",Southeast,"5757 Wayne Newton Blvd","Las Vegas",NV,89119,36.084,-115.154,3,13,1
-psqnDV1QpfKnodtEgCbTg,"American Nightmare Tattoo",,"2123 Western Ave","Las Vegas",NV,89102,36.1472,-115.165,3,6,1
-pTS05zqk2UdvhZb7bRhlg,"A+ Tinters","Spring Valley","4160 S Durango, Ste 160","Las Vegas",NV,89147,36.1139,-115.278,5,3,1
-PV57915I3BXUnNoWPT37g,"Sola Salon",Westside,"8975 W Charleston Blvd, Ste 130","Las Vegas",NV,89117,36.1587,-115.31,4.5,13,1
-q8Se--EG27Wpsa6huwnrw,"Psychic Spa",Southeast,"5645 S Eastern Ave","Las Vegas",NV,89119,36.087,-115.119,3,24,1
-q95qrXdiN_fX_iPXvKrog,"Southern Nevada Regional Housing Authority",Downtown,"340 N 11th St","Las Vegas",NV,89101,36.1703,-115.131,1,3,1
-Qamd1hK7jczDkdUrm8lxg,"Mom and Pops Smoke Shop",Downtown,"557 E Sahara Ave","Las Vegas",NV,89104,36.1433,-115.149,5,4,1
-qAQCoYpa5naEqPL8Chuig,"Best Way Auto & Truck Rentals",Southeast,"5030 Paradise Rd, Ste A 106","Las Vegas",NV,89119,36.0985,-115.148,3.5,6,1
-qBMnNOygrIgQ0yuMnBB0Q,"Hye Taylor","Spring Valley","8665 W Flamingo Rd","Las Vegas",NV,89147,36.1133,-115.283,4.5,11,1
-QD-gLkW81l7LDEhwQTkRw,"Busy Bee Art Studio",Westside,"1003 S Cimarron Rd","Las Vegas",NV,89145,36.1608,-115.271,5,3,1
-QG1CZaZnpH0M-KCXyGaow,"Swarovski Outlet",Downtown,"875 South Grand Central Pkwy","Las Vegas",NV,89106,36.1634,-115.159,3.5,10,1
-qJZB0F9Y4uL_DovRBsW4Q,"Norton Jr Alexander, MD","Spring Valley","6140 S Fort Apache Rd, Ste 110","Las Vegas",NV,89148,36.0769,-115.297,3,8,1
-QK041S1Clr0N4m3adwRpA,"Hottie Hair Salon & Extensions Store",Westside,"7871 W Charleston Blvd, Ste 130","Las Vegas",NV,89117,36.1586,-115.263,4,122,1
-Qkx7W0itbAApcG5lJuMFQ,Jaburritos,"The Strip","3535 S Las Vegas Blvd","Las Vegas",NV,89109,36.1176,-115.17,4.5,189,1
-QNQ4R1VgRoL4b6lC8Anrg,Mizuya,"The Strip","3950 S Las Vegas Blvd","Las Vegas",NV,89109,36.0919,-115.175,3,121,1
-qoR0_dXmX00YkZ0PaJxQA,"Las Vegas Hair & Nails",Westside,"7865 W Sahara Ave, Ste 101","Las Vegas",NV,89117,36.1433,-115.262,5,7,0
-QpFgn3zfjev51sh0r1Tzw,"Law Office of Philip A. Kantor",Summerlin,"1781 Village Ctr Cir, Ste 120","Las Vegas",NV,89134,36.1929,-115.3,3.5,3,1
-QYqayrG88sfqaByFGIWPw,"Lakes Cleaners and Dry Cleaning","The Lakes","8657 W Sahara Ave","Las Vegas",NV,89117,36.144,-115.28,3.5,11,1
-R0Z2Lw0DfK8jSLYn6tazQ,"Fantasy Car Rentals",Southeast,"5021 Swenson St","Las Vegas",NV,89119,36.0984,-115.146,4,4,1
-r73AKwASZ0dk-XMrozixA,"Baja Auto Sales West",Westside,"824 S Decatur Blv","Las Vegas",NV,89107,36.1614,-115.206,2.5,15,1
-RaqC6MyDr-XutvwSh4aRQ,"AM Realty","Spring Valley","5940 S Rainbow Blvd","Las Vegas",NV,89118,36.081,-115.243,4.5,13,1
-rbiF70dWzj4ZTCJtKOOSA,"Torrey Pines Rehabilitation Hospital",Westside,"1701 S Torrey Pines Dr","Las Vegas",NV,89146,36.1509,-115.234,2.5,3,1
-rb_VxVYM-y0-jsiOMtKJQ,"Zeba Beauty Salon","The Strip","2901 S Las Vegas Blvd","Las Vegas",NV,89109,36.1354,-115.16,3,9,1
-RdenSl5COgnPqaANI3kCQ,"The Coffee Bean & Tea Leaf","The Strip","3200 S. Las Vegas Blvd, Fashion Show Mall #5533","Las Vegas",NV,89109,36.1272,-115.171,3,18,1
-RiMCNsD7rsPPnNcv0Ls0A,"AAA One Stop Appliance Service",Sunrise,"4488 Sunny Dunes Dr","Las Vegas",NV,89121,36.1606,-115.052,2.5,3,1
-RJ216TTIghZshCkUlD1WQ,"Sushi Takashi",Chinatown,"5300 W Spring Mountain Rd","Las Vegas",NV,89146,36.1262,-115.214,4.5,241,1
-rmCrdHqYInel6K4RqeR5g,"U-Haul Moving & Storage at E Fremont St",Downtown,"2030 E Fremont St","Las Vegas",NV,89101,36.1602,-115.121,5,8,1
-roJzfHhFwMjgeiYF8g6sA,"Lids Corporation",Eastside,"3528 S Maryland Pkwy","Las Vegas",NV,89169,36.1249,-115.135,2,3,1
-RwnEdrn3ZdW1yug_CBmLg,"Shaunz Clothing","The Strip","3663 Las Vegas Blvd, Ste 425","Las Vegas",NV,89109,36.1098,-115.172,5,3,1
-S-CUPzk98Y4V278HgVG0Q,"Best Mattress",,"9550 S Eastern Ave","Las Vegas",NV,89123,36.0147,-115.117,2.5,3,0
-s2MwO-16IbHde_sBZ0cRA,"Super 8 Las Vegas Nellis AFB Area",,"Across from Nellis AFB, 4435 Las Vegas Blvd North","Las Vegas",NV,89115,36.2413,-115.054,2,29,1
-sEbDB_5jI_yIlklu1o1VQ,"Haifa Restaurant",Eastside,"900 E Karen Ave, Ste H102","Las Vegas",NV,89109,36.1405,-115.143,3.5,12,1
-sGIBo2YdLRu26jwjeQKrA,"Elite Investigations",Southeast,"7435 S Eastern Ave","Las Vegas",NV,89123,36.0558,-115.12,5,3,1
-SGZcGqnsp_uRIjKP2RGZg,"Ranch House Grille",Southwest,"20 East Rhodes Ranch Pkwy","Las Vegas",NV,89148,36.043,-115.289,3.5,6,1
-SLLTv3PZfxj6c-J2W4kjg,"Hot Topic","The Strip","3200 Las Vegas Blvd South","Las Vegas",NV,89109,36.1278,-115.173,3,13,1
-SNWziCPz0umyjKqXqEHww,"International Beauty Show Las Vegas",Eastside,"Las Vegas Convention Ctr","Las Vegas",NV,89109,36.1311,-115.151,2.5,6,1
-sN_og_84rLW22CaE3cjVw,"Full House BBQ",Southeast,"9890 S Maryland Pkwy, Ste 19","Las Vegas",NV,89183,36.0102,-115.135,4,286,1
-SpT8Tyz2R45zSw1AIUimQ,"Gigi's Cupcakes",Eastside,"1150 E Flamingo Rd","Las Vegas",NV,89119,36.1157,-115.139,3,145,0
-SVULRjUf1s2BCDD1Hqhhg,"True Religion",Downtown,"605 S Grand Central Pkwy, Ste 1274","Las Vegas",NV,89106,36.165,-115.156,4.5,13,1
-SWWUof5TuWDVL5SEAml8Q,Wildburger,,"1901 N Rancho Dr","Las Vegas",NV,89106,36.1939,-115.192,4,3,1
-SZQrRrIzvy764ARsOF3iA,Moneytree,Southeast,"2615 E Tropicana Ave","Las Vegas",NV,89121,36.0996,-115.114,2.5,3,1
-tBrUQj5L8Bmm3NNGs-cHQ,"Parkdale Community Center & Water Park",,"3200 Ferndale St","Las Vegas",NV,89121,36.1319,-115.077,3.5,3,1
-Tb_eUD3LALhoYYUSXQveQ,Marshalls,Summerlin,"10950 W Charleston Blvd","Las Vegas",NV,89144,36.1606,-115.335,3.5,35,1
-Tk5PaJqMvXD0THnf_XI7w,"Chase Bank",Westside,"9911 W Charleston Blvd, Ste 1","Las Vegas",NV,89117,36.1578,-115.313,4,8,1
-tm90oXIcaFlgqSX3DStUg,"Yves Saint Laurent",Eastside,"Bellagio Hotel, 3600 Las Vegas Blvd S","Las Vegas",NV,89109,36.1244,-115.146,4.5,8,0
-TmYzR6qVxeQnQgzAU-3ew,"Frank's European Service",,"1931 N Rainbow Blvd","Las Vegas",NV,89108,36.1938,-115.243,3,41,1
-torunTpyreJpoB0IKD4vg,"Elite Eye Care",Southwest,"7775 S Rainbow Blvd, Ste 110","Las Vegas",NV,89139,36.0469,-115.244,4,43,1
-tseCGdDvepLP8IIWtZikQ,"Polish Deli",Westside,"5900 W Charleston Blvd","Las Vegas",NV,89146,36.1599,-115.222,4.5,30,1
-TsQI7YXiSUQKVQFyOa1Xw,"Majestic Flooring",Sunrise,"2875 N Lamb Blvd","Las Vegas",NV,89115,36.2119,-115.082,3.5,5,1
-Tv0fTMRhbD0BuMiw-YH6g,"My Left Foot Children's Therapy",Westside,"3030 S Jones Blvd, Ste 105","Las Vegas",NV,89146,36.1344,-115.224,3,16,0
-Tv5UZeFHdKz3RM9vOYpaw,"Milano's Pizzeria",Eastside,"4640 Paradise Rd, Ste 8","Las Vegas",NV,89169,36.1054,-115.151,2.5,5,1
-twxHwbgN9eWlWaLq7_W3A,"Ninja Sketch",Southwest,,"Las Vegas",NV,89139,36.0402,-115.224,5,11,1
-TZi1v_qX1-cPWHR7pRJ-w,"Choice LV Specialty Pharmacy",Westside,"7915 W Sahara Ave, Ste 103","Las Vegas",NV,89117,36.1427,-115.264,5,13,1
-U7tvCtaraTQ9b0zBhpBMA,"MGM Grand Buffet","The Strip","3799 Las Vegas Blvd S","Las Vegas",NV,89109,36.1021,-115.172,2.5,1005,1
-ubMHUCK8TQgGI4hWZgWpA,"Riverbend Village Apartments",Southeast,"3937 Spencer St","Las Vegas",NV,89119,36.0867,-115.138,1.5,10,1
-ucQnELMVRIUOi3-Kv5r0Q,"Euro Cycle Las Vegas",,"5031 Wagon Trail Ave, Ste 105","Las Vegas",NV,89118,36.0692,-115.209,4,62,1
-Ud5PK1dNQUMf2wfFeMdSw,"EZ Travel Las Vegas",Southeast,"105 E Reno, Ste 8","Las Vegas",NV,89119,36.0968,-115.168,1,10,1
-UhDTcYIJfah0ZtnYLkcCA,"Ryland Homes","Spring Valley","8925 W Russell Rd, Ste 200","Las Vegas",NV,89148,36.0838,-115.286,2.5,13,1
